customer_id,created_date,canceled_date,subscription_cost,subscription_interval,was_subscription_paid,subscription_status,churn_flag,active_flag,monthly_revenue,Revenue,subscription_duration,clv_per_customer,cohort_month,cancel_month,months_since_join
163330072,2022-11-17,2023-01-24,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
134646164,2022-11-17,2022-12-24,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-11,2022-12,1
163282336,2022-11-17,2023-08-10,39,month,Yes,Cancelled,1,0,39,0,9,351,2022-11,2023-08,9
162490128,2022-11-18,,39,month,Yes,Active,0,1,39,0,41,1599,2022-11,,41
147122277,2022-11-18,2022-11-19,39,month,No,Cancelled,1,0,39,0,0,0,2022-11,2022-11,0
163623375,2022-11-18,2022-11-19,39,month,No,Cancelled,1,0,39,0,0,0,2022-11,2022-11,0
132918654,2022-11-18,2023-01-18,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
160601062,2022-11-18,2023-01-09,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
144573808,2022-11-18,2023-01-18,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
114435366,2022-11-18,2022-11-18,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-11,2022-11,0
163399934,2022-11-18,2022-11-18,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-11,2022-11,0
133599090,2022-11-19,2023-03-11,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-11,2023-03,4
154767246,2022-11-19,2022-12-20,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-11,2022-12,1
164085988,2022-11-19,2022-12-20,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-11,2022-12,1
164255751,2022-11-20,2023-08-21,39,month,Yes,Cancelled,1,0,39,0,9,351,2022-11,2023-08,9
150663530,2022-11-20,2023-04-27,39,month,Yes,Cancelled,1,0,39,0,5,195,2022-11,2023-04,5
155333508,2022-11-20,2023-01-19,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
163178244,2022-11-21,,39,month,No,Active,0,1,39,0,41,1599,2022-11,,41
130245484,2022-11-21,2023-02-20,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-11,2023-02,3
164578320,2022-11-21,2022-12-21,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-11,2022-12,1
164542692,2022-11-21,2022-12-28,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-11,2022-12,1
164087136,2022-11-22,,39,month,Yes,Active,0,1,39,0,41,1599,2022-11,,41
155414052,2022-11-22,2022-11-23,39,month,No,Cancelled,1,0,39,0,0,0,2022-11,2022-11,0
152253972,2022-11-22,2023-03-29,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-11,2023-03,4
152754329,2022-11-22,2023-01-23,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
159724071,2022-11-23,2023-01-19,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
165164673,2022-11-23,2022-11-26,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-11,2022-11,0
165529460,2022-11-24,2023-04-21,39,month,Yes,Cancelled,1,0,39,0,5,195,2022-11,2023-04,5
163362190,2022-11-25,,39,month,Yes,Active,0,1,39,0,41,1599,2022-11,,41
155810350,2022-11-25,2022-12-22,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-11,2022-12,1
161793136,2022-11-25,2023-06-13,39,month,Yes,Cancelled,1,0,39,0,7,273,2022-11,2023-06,7
159255776,2022-11-25,2023-03-21,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-11,2023-03,4
165807144,2022-11-25,2023-02-01,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-11,2023-02,3
165788743,2022-11-25,2023-02-18,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-11,2023-02,3
162513776,2022-11-25,2023-01-30,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
161841028,2022-11-25,2023-01-25,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
160597612,2022-11-25,2022-12-11,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-11,2022-12,1
165937140,2022-11-26,2022-11-27,39,month,No,Cancelled,1,0,39,0,0,0,2022-11,2022-11,0
165613975,2022-11-26,2023-05-07,39,month,Yes,Cancelled,1,0,39,0,6,234,2022-11,2023-05,6
164662173,2022-11-26,2023-01-26,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
162411394,2022-11-26,2023-01-04,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
121439836,2022-11-27,,39,month,Yes,Active,0,1,39,0,41,1599,2022-11,,41
157353623,2022-11-27,2022-11-27,39,month,No,Cancelled,1,0,39,0,0,0,2022-11,2022-11,0
165953219,2022-11-27,2023-01-03,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
154710805,2022-11-28,,39,month,Yes,Active,0,1,39,0,41,1599,2022-11,,41
164084318,2022-11-28,,39,month,Yes,Active,0,1,39,0,41,1599,2022-11,,41
160043327,2022-11-28,2022-11-29,39,month,No,Cancelled,1,0,39,0,0,0,2022-11,2022-11,0
131166579,2022-11-28,2023-01-04,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
166109726,2022-11-28,2023-01-12,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
155446081,2022-11-28,2023-01-01,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
166342075,2022-11-28,2022-12-28,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-11,2022-12,1
154063985,2022-11-28,2023-08-04,39,month,Yes,Cancelled,1,0,39,0,9,351,2022-11,2023-08,9
164141888,2022-11-29,,39,month,Yes,Active,0,1,39,0,41,1599,2022-11,,41
165244044,2022-11-29,2023-05-15,39,month,Yes,Cancelled,1,0,39,0,6,234,2022-11,2023-05,6
136149379,2022-11-29,2023-04-02,39,month,Yes,Cancelled,1,0,39,0,5,195,2022-11,2023-04,5
158227426,2022-11-29,2023-03-01,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-11,2023-03,4
166366125,2022-11-29,2023-03-09,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-11,2023-03,4
166753946,2022-11-29,2023-02-05,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-11,2023-02,3
157883110,2022-11-29,2023-01-23,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
138475621,2022-11-29,2022-12-15,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-11,2022-12,1
166529240,2022-11-30,,39,month,Yes,Active,0,1,39,0,41,1599,2022-11,,41
125828506,2022-11-30,2023-02-14,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-11,2023-02,3
148869381,2022-11-30,2023-01-31,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
134825962,2022-11-30,2023-01-01,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
151163143,2022-11-30,2023-01-06,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-11,2023-01,2
156111982,2022-11-30,2022-12-23,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-11,2022-12,1
166546201,2022-11-30,2022-12-11,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-11,2022-12,1
162126074,2022-12-01,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
162640429,2022-12-01,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
164413682,2022-12-01,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
162850052,2022-12-01,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
162177746,2022-12-01,2022-12-29,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
135587508,2022-12-01,2023-02-09,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
161428649,2022-12-01,2023-04-08,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-12,2023-04,4
166977144,2022-12-01,2023-04-08,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-12,2023-04,4
161640666,2022-12-01,2023-03-01,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
165932696,2022-12-01,2023-03-01,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
165204032,2022-12-01,2023-02-14,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
162469903,2022-12-01,2023-02-08,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
166515564,2022-12-01,2023-01-19,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
139323228,2022-12-01,2023-01-24,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
162569750,2022-12-01,2022-12-04,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
165959602,2022-12-01,2022-12-23,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
160968524,2022-12-01,2023-07-20,39,month,Yes,Cancelled,1,0,39,0,7,273,2022-12,2023-07,7
163258260,2022-12-02,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
167051046,2022-12-02,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
161182367,2022-12-02,2022-12-03,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
167292985,2022-12-02,2022-12-03,39,month,No,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
166183014,2022-12-02,2022-12-03,39,month,No,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
165143920,2022-12-02,2023-06-02,39,month,Yes,Cancelled,1,0,39,0,6,234,2022-12,2023-06,6
165958089,2022-12-02,2023-02-09,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
165431576,2022-12-02,2023-02-01,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
163708513,2022-12-02,2022-12-30,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
164521419,2022-12-02,2022-12-29,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
166257164,2022-12-02,2022-12-21,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
121348156,2022-12-02,2022-12-06,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
167280894,2022-12-02,2023-07-06,39,month,Yes,Cancelled,1,0,39,0,7,273,2022-12,2023-07,7
160980795,2022-12-03,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
167544686,2022-12-03,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
161968719,2022-12-03,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
159070152,2022-12-03,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
167445788,2022-12-03,2022-12-04,39,month,No,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
167441263,2022-12-03,2023-06-10,39,month,Yes,Cancelled,1,0,39,0,6,234,2022-12,2023-06,6
167586100,2022-12-03,2023-03-02,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
139789436,2022-12-03,2023-01-29,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
116319450,2022-12-04,2023-04-19,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-12,2023-04,4
162939264,2022-12-04,2023-05-04,39,month,Yes,Cancelled,1,0,39,0,5,195,2022-12,2023-05,5
167711417,2022-12-04,2023-03-25,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
157381517,2022-12-05,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
162912102,2022-12-05,2022-12-06,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
167833210,2022-12-05,2023-07-03,39,month,Yes,Cancelled,1,0,39,0,7,273,2022-12,2023-07,7
165676999,2022-12-05,2023-02-05,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
167253106,2022-12-05,2023-02-06,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
168022972,2022-12-05,2023-01-13,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
167315920,2022-12-05,2023-01-05,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
167928962,2022-12-05,2022-12-29,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
166211741,2022-12-06,2023-04-11,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-12,2023-04,4
161450418,2022-12-06,2023-05-04,39,month,Yes,Cancelled,1,0,39,0,5,195,2022-12,2023-05,5
144961802,2022-12-06,2023-03-02,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
168137404,2022-12-06,2023-02-01,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
153441732,2022-12-06,2023-02-13,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
167649041,2022-12-06,2023-01-31,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
168089746,2022-12-06,2023-01-13,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
158177274,2022-12-06,2023-01-26,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
168061628,2022-12-06,2023-01-13,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
168436401,2022-12-07,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
126770376,2022-12-07,2023-01-02,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
153468957,2022-12-07,2023-02-14,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
168336474,2022-12-07,2023-02-27,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
166929423,2022-12-07,2022-12-28,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
163990458,2022-12-07,2022-12-22,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
166411463,2022-12-08,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
168433088,2022-12-08,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
155426075,2022-12-08,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
168555694,2022-12-08,2022-12-09,39,month,No,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
162912102,2022-12-08,2023-05-15,39,month,Yes,Cancelled,1,0,39,0,5,195,2022-12,2023-05,5
168471192,2022-12-08,2023-02-03,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
168825734,2022-12-08,2023-01-15,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
163852568,2022-12-08,2022-12-12,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
168460834,2022-12-08,2022-12-27,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
169085351,2022-12-09,2023-07-05,39,month,Yes,Cancelled,1,0,39,0,7,273,2022-12,2023-07,7
168456070,2022-12-09,2023-04-22,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-12,2023-04,4
168900021,2022-12-09,2023-02-06,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
169113748,2022-12-09,2023-01-13,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
162193491,2022-12-09,2023-01-20,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
167761722,2022-12-09,2023-07-16,39,month,Yes,Cancelled,1,0,39,0,7,273,2022-12,2023-07,7
169244937,2022-12-10,2023-03-04,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
167923504,2022-12-10,2023-02-08,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
167459469,2022-12-10,2023-01-14,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
123169152,2022-12-10,2023-01-03,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
153157541,2022-12-11,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
169133180,2022-12-11,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
129447970,2022-12-11,2022-12-12,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
169388365,2022-12-11,2023-06-18,39,month,Yes,Cancelled,1,0,39,0,6,234,2022-12,2023-06,6
130872019,2022-12-11,2023-04-11,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-12,2023-04,4
167674086,2022-12-11,2023-05-01,39,month,Yes,Cancelled,1,0,39,0,5,195,2022-12,2023-05,5
169590994,2022-12-11,2023-02-26,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
166199181,2022-12-11,2023-01-18,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
169895510,2022-12-12,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
169837410,2022-12-12,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
169854397,2022-12-12,,39,month,No,Active,0,1,39,0,40,1560,2022-12,,40
145987169,2022-12-12,2023-01-27,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
169915574,2022-12-12,2023-03-13,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
164632485,2022-12-12,2023-03-07,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
169830063,2022-12-12,2023-01-30,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
162624984,2022-12-12,2023-01-23,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
169020452,2022-12-12,2023-08-09,39,month,Yes,Cancelled,1,0,39,0,8,312,2022-12,2023-08,8
170037760,2022-12-13,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
116060198,2022-12-13,2023-03-20,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
129798657,2022-12-13,2023-03-13,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
170426615,2022-12-13,2023-02-13,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
161574018,2022-12-13,2023-02-21,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
160272364,2022-12-14,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
144938943,2022-12-14,,39,month,No,Active,0,1,39,0,40,1560,2022-12,,40
170004555,2022-12-14,2023-02-11,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
167673987,2022-12-14,2023-02-21,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
154448870,2022-12-14,2023-01-02,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
153508650,2022-12-14,2023-01-31,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
156521981,2022-12-14,2023-01-14,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
170897520,2022-12-14,2023-07-04,39,month,Yes,Cancelled,1,0,39,0,7,273,2022-12,2023-07,7
167076396,2022-12-14,2023-08-04,39,month,Yes,Cancelled,1,0,39,0,8,312,2022-12,2023-08,8
170968987,2022-12-15,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
170154956,2022-12-15,2023-04-18,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-12,2023-04,4
170976924,2022-12-15,2023-05-30,39,month,Yes,Cancelled,1,0,39,0,5,195,2022-12,2023-05,5
171090027,2022-12-15,2023-03-14,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
167135160,2022-12-15,2023-01-18,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
171339244,2022-12-15,2022-12-15,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
169285280,2022-12-16,2022-12-17,39,month,No,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
137315832,2022-12-16,2023-03-23,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
171286538,2022-12-16,2023-04-13,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-12,2023-04,4
154531106,2022-12-16,2023-04-14,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-12,2023-04,4
169998988,2022-12-16,2023-05-17,39,month,Yes,Cancelled,1,0,39,0,5,195,2022-12,2023-05,5
171860036,2022-12-16,2023-03-18,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
169906376,2022-12-16,2023-02-13,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
171681744,2022-12-16,2023-02-22,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
171375108,2022-12-16,2023-01-16,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
166358674,2022-12-16,2023-01-23,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
168696864,2022-12-17,2022-12-18,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
149303812,2022-12-17,2023-02-20,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
145969392,2022-12-17,2023-02-01,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
169399624,2022-12-17,2023-02-10,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
162423643,2022-12-17,2022-12-17,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
171131528,2022-12-18,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
172370430,2022-12-18,2022-12-19,39,month,No,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
122646091,2022-12-18,2023-03-21,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
171688728,2022-12-18,2023-01-13,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
173037778,2022-12-18,2023-01-27,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
139247241,2022-12-18,2023-01-07,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
138235674,2022-12-19,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
173832314,2022-12-19,2023-02-26,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
170752898,2022-12-19,2023-02-23,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
172517999,2022-12-19,2023-01-26,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
150779000,2022-12-19,2023-01-02,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
171304646,2022-12-19,2023-08-26,39,month,Yes,Cancelled,1,0,39,0,8,312,2022-12,2023-08,8
168696864,2022-12-20,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
174268714,2022-12-20,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
147022677,2022-12-20,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
156864062,2022-12-20,2022-12-21,39,month,No,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
123065349,2022-12-20,2023-03-27,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
174258180,2022-12-20,2023-04-29,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-12,2023-04,4
174269667,2022-12-20,2023-03-03,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
171889946,2022-12-20,2023-02-10,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
171613468,2022-12-20,2023-02-22,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
122922737,2022-12-21,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
174646924,2022-12-21,2023-03-28,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
174264280,2022-12-21,2023-03-28,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
174609120,2022-12-21,2023-03-18,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
174158995,2022-12-21,2023-02-25,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
174484311,2022-12-21,2023-02-25,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
169556175,2022-12-21,2023-01-22,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
153122282,2022-12-21,2022-12-21,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
174576654,2022-12-21,2023-07-07,39,month,Yes,Cancelled,1,0,39,0,7,273,2022-12,2023-07,7
154711077,2022-12-22,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
163619032,2022-12-22,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
171001864,2022-12-22,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
151890014,2022-12-22,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
158575772,2022-12-22,2022-12-23,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
164462665,2022-12-22,2022-12-23,39,month,No,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
121830768,2022-12-22,2023-01-24,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
174605216,2022-12-22,2023-05-12,39,month,Yes,Cancelled,1,0,39,0,5,195,2022-12,2023-05,5
174655316,2022-12-22,2023-03-15,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
174622570,2022-12-22,2023-01-01,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
174720005,2022-12-22,2022-12-23,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
174696512,2022-12-23,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
175314293,2022-12-23,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
175451863,2022-12-23,2023-03-20,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
174752844,2022-12-23,2023-01-30,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
175431141,2022-12-24,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
132228678,2022-12-24,2022-12-24,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
161151062,2022-12-24,2023-04-19,39,month,Yes,Cancelled,1,0,39,0,4,156,2022-12,2023-04,4
167653319,2022-12-24,2023-03-13,39,month,Yes,Cancelled,1,0,39,0,3,117,2022-12,2023-03,3
171659515,2022-12-24,2023-01-23,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
175720159,2022-12-24,2023-01-09,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
170593141,2022-12-24,2023-01-08,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
173981170,2022-12-24,2022-12-25,39,month,Yes,Cancelled,1,0,39,0,0,0,2022-12,2022-12,0
175166391,2022-12-25,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
161175048,2022-12-25,2023-02-22,39,month,Yes,Cancelled,1,0,39,0,2,78,2022-12,2023-02,2
164254865,2022-12-25,2023-01-24,39,month,Yes,Cancelled,1,0,39,0,1,39,2022-12,2023-01,1
143248615,2022-12-26,,39,month,Yes,Active,0,1,39,0,40,1560,2022-12,,40
